Date,Precipitation_mm,PET_mm,Q_mm
2011-07-10,1.99,3.60,0.76
2011-07-11,0.00,3.19,0.64
2011-07-12,0.35,2.71,0.52
2011-07-13,8.20,2.99,0.55
2011-07-14,4.52,2.73,0.60
2011-07-15,3.52,2.03,0.51
2011-07-16,2.91,2.57,0.64
2011-07-17,4.43,1.83,0.68
2011-07-18,10.01,2.36,0.83
2011-07-19,0.84,2.77,0.62
2011-07-20,1.28,1.98,0.39
2011-07-21,12.07,1.12,0.35
2011-07-22,15.59,0.84,0.37
2011-07-23,5.48,2.84,0.36
2011-07-24,3.09,2.67,0.52
2011-07-25,0.31,3.23,0.58
2011-07-26,5.86,3.51,0.49
2011-07-27,0.80,3.56,0.43
2011-07-28,2.11,3.37,0.32
2011-07-29,0.89,3.47,0.29
2011-07-30,3.66,3.45,0.36
2011-07-31,0.23,3.35,0.49
2011-08-01,9.81,2.91,0.42
2011-08-02,4.73,2.84,0.41
2011-08-03,33.13,1.77,0.56
2011-08-04,23.34,1.22,0.67
2011-08-05,8.80,1.66,4.06
2011-08-06,3.15,1.64,1.66
2011-08-07,0.47,1.38,1.11
2011-08-08,10.91,1.96,0.76
2011-08-09,6.86,2.19,0.67
2011-08-10,2.67,2.48,0.83
2011-08-11,10.84,1.53,0.78
2011-08-12,33.60,1.11,0.83
2011-08-13,20.96,1.84,0.86
2011-08-14,7.71,2.37,1.30
2011-08-15,4.39,2.62,1.84
2011-08-16,6.26,2.79,1.67
2011-08-17,21.15,2.36,1.26
2011-08-18,21.08,1.51,1.15
2011-08-19,16.63,1.49,1.73
2011-08-20,11.06,3.11,2.10
2011-08-21,0.70,3.34,3.42
2011-08-22,1.56,2.94,2.13
2011-08-23,1.26,2.95,1.61
2011-08-24,19.65,2.26,1.12
2011-08-25,7.83,2.33,1.20
2011-08-26,25.92,2.09,2.02
2011-08-27,17.72,1.34,2.98
2011-08-28,23.15,1.48,4.27
2011-08-29,6.45,1.90,4.59
2011-08-30,33.93,1.31,4.02
2011-08-31,8.34,1.78,12.28
2011-09-01,29.64,1.11,10.85
2011-09-02,19.01,1.93,13.84
2011-09-03,2.43,1.93,9.01
2011-09-04,3.71,1.85,5.55
2011-09-05,7.78,1.69,3.82
2011-09-06,44.22,1.04,4.96
2011-09-07,15.11,0.98,13.95
2011-09-08,8.26,0.86,12.69
2011-09-09,19.71,0.87,12.25
2011-09-10,6.55,2.59,5.90
2011-09-11,4.88,2.64,5.34
2011-09-12,0.78,3.26,3.66
2011-09-13,6.34,2.87,3.03
2011-09-14,8.33,2.79,3.23
2011-09-15,8.11,1.59,4.89
2011-09-16,18.33,2.50,4.06
2011-09-17,5.01,2.34,4.36
2011-09-18,6.20,1.37,5.34
2011-09-19,3.78,2.25,4.45
2011-09-20,14.45,2.08,4.34
2011-09-21,20.13,1.32,6.38
2011-09-22,6.51,1.26,8.47
2011-09-23,25.73,1.99,4.67
2011-09-24,10.34,1.19,5.01
2011-09-25,0.18,3.56,4.48
2011-09-26,0.00,2.90,4.34
2011-09-27,0.00,3.55,3.02
2011-09-28,0.00,3.46,2.51
2011-09-29,0.00,3.37,2.19
2011-09-30,0.17,3.60,1.83
2011-10-01,0.00,3.57,1.57
2011-10-02,0.00,3.30,1.45
2011-10-03,0.00,3.44,1.31
2011-10-04,0.00,3.31,1.16
2011-10-05,0.00,3.16,1.00
2011-10-06,0.09,3.28,0.88
2011-10-07,0.14,3.09,0.77
2011-10-08,0.37,3.14,0.69
2011-10-09,0.05,2.95,0.77
2011-10-10,2.85,2.92,0.67
2011-10-11,0.23,3.22,0.63
2011-10-12,0.00,3.21,0.58
2011-10-13,1.74,3.21,0.57
2011-10-14,0.00,3.31,0.54
2011-10-15,0.04,3.38,0.56
2011-10-16,0.00,3.34,0.60
2011-10-17,0.00,3.27,0.58
2011-10-18,0.00,3.21,0.54
2011-10-19,0.00,3.07,0.51
2011-10-20,0.00,2.80,0.49
2011-10-21,0.46,2.87,0.48
2011-10-22,3.36,2.93,0.52
2011-10-23,0.24,3.15,0.56
2011-10-24,0.00,3.08,0.51
2011-10-25,0.00,2.91,0.44
2011-10-26,0.00,2.82,0.43
2011-10-27,0.00,3.00,0.41
2011-10-28,0.00,2.93,0.48
2011-10-29,0.00,2.91,0.44
2011-10-30,0.00,2.86,0.43
2011-10-31,0.00,2.81,0.43
2011-11-01,0.00,2.38,0.42
2011-11-02,0.00,2.57,0.45
2011-11-03,0.00,2.68,0.47
2011-11-04,0.00,2.69,0.45
2011-11-05,0.00,2.70,0.43
2011-11-06,0.00,2.68,0.41
2011-11-07,0.00,2.68,0.43
2011-11-08,0.00,2.63,0.41
2011-11-09,0.00,2.59,0.40
2011-11-10,0.00,2.57,0.44
2011-11-11,0.00,2.60,0.43
2011-11-12,0.00,2.63,0.42
2011-11-13,0.00,2.58,0.42
2011-11-14,0.00,2.30,0.41
2011-11-15,0.00,2.46,0.39
2011-11-16,0.00,2.45,0.46
2011-11-17,0.00,2.42,0.46
2011-11-18,0.00,2.43,0.38
2011-11-19,0.00,2.46,0.34
2011-11-20,0.00,2.45,0.30
2011-11-21,0.00,2.35,0.27
2011-11-22,0.00,2.34,0.26
2011-11-23,0.00,2.34,0.25
2011-11-24,0.00,2.37,0.25
2011-11-25,0.00,2.40,0.25
2011-11-26,0.00,2.43,0.24
2011-11-27,0.00,2.36,0.21
2011-11-28,0.00,2.21,0.20
2011-11-29,0.00,2.29,0.19
2011-11-30,0.00,2.27,0.23
2011-12-01,0.00,2.27,0.23
2011-12-02,0.00,2.15,0.21
2011-12-03,0.01,2.09,0.23
2011-12-04,0.00,2.29,0.20
2011-12-05,0.00,2.28,0.17
2011-12-06,0.00,2.23,0.17
2011-12-07,0.00,2.21,0.17
2011-12-08,0.00,2.21,0.20
2011-12-09,0.00,2.21,0.17
2011-12-10,0.00,2.23,0.17
2011-12-11,0.00,2.16,0.17
2011-12-12,0.00,2.11,0.14
2011-12-13,0.00,2.17,0.13
2011-12-14,0.00,2.13,0.13
2011-12-15,0.00,2.10,0.13
2011-12-16,0.00,2.09,0.12
2011-12-17,0.00,2.10,0.12
2011-12-18,0.00,2.08,0.12
2011-12-19,0.00,2.05,0.10
2011-12-20,0.00,2.03,0.09
2011-12-21,0.00,2.05,0.09
2011-12-22,0.00,2.02,0.09
2011-12-23,0.00,1.71,0.08
2011-12-24,0.00,1.95,0.08
2011-12-25,0.00,2.05,0.08
2011-12-26,0.00,2.05,0.08
2011-12-27,0.00,2.05,0.08
2011-12-28,0.00,2.04,0.08
2011-12-29,0.00,1.74,0.08
2011-12-30,0.00,1.98,0.07
2011-12-31,1.10,1.05,0.07
2012-01-01,0.09,1.60,0.09
2012-01-02,0.01,1.72,0.09
2012-01-03,0.63,1.70,0.07
2012-01-04,0.30,2.03,0.06
2012-01-05,0.00,2.06,0.08
2012-01-06,0.00,2.19,0.08
2012-01-07,1.28,1.97,0.08
2012-01-08,1.67,2.03,0.09
2012-01-09,4.12,1.53,0.08
2012-01-10,7.28,0.84,0.09
2012-01-11,5.69,1.54,0.12
2012-01-12,0.06,2.15,0.12
2012-01-13,0.00,2.06,0.11
2012-01-14,0.00,2.10,0.11
2012-01-15,0.00,2.17,0.11
2012-01-16,0.00,2.27,0.11
2012-01-17,0.00,2.35,0.10
2012-01-18,0.00,2.40,0.10
2012-01-19,0.00,2.46,0.10
2012-01-20,0.00,2.29,0.08
2012-01-21,0.00,2.29,0.08
2012-01-22,0.00,2.30,0.07
2012-01-23,0.00,2.40,0.08
2012-01-24,0.00,2.48,0.07
2012-01-25,0.00,2.33,0.07
2012-01-26,0.00,2.20,0.07
2012-01-27,0.16,2.07,0.07
2012-01-28,0.27,2.16,0.06
2012-01-29,0.15,1.89,0.06
2012-01-30,0.67,1.90,0.06
2012-01-31,0.45,2.24,0.06
2012-02-01,0.00,2.34,0.06
2012-02-02,0.00,2.49,0.06
2012-02-03,0.00,2.49,0.06
2012-02-04,0.00,2.55,0.06
2012-02-05,0.00,2.61,0.06
2012-02-06,0.00,2.65,0.05
2012-02-07,0.00,2.67,0.05
2012-02-08,0.00,2.52,0.05
2012-02-09,0.00,2.67,0.05
2012-02-10,0.00,2.67,0.05
2012-02-11,0.00,2.55,0.05
2012-02-12,0.00,2.71,0.04
2012-02-13,0.00,2.81,0.05
2012-02-14,0.00,2.84,0.04
2012-02-15,0.00,2.70,0.04
2012-02-16,0.07,2.74,0.05
2012-02-17,0.74,2.82,0.05
2012-02-18,0.00,2.90,0.05
2012-02-19,0.00,2.83,0.05
2012-02-20,0.00,2.95,0.04
2012-02-21,0.00,2.99,0.04
2012-02-22,0.00,3.02,0.05
2012-02-23,0.00,3.02,0.04
2012-02-24,0.00,3.03,0.04
2012-02-25,0.00,3.04,0.04
2012-02-26,0.00,3.11,0.05
2012-02-27,0.00,3.12,0.05
2012-02-28,0.00,3.16,0.05
2012-02-29,0.00,3.13,0.06
2012-03-01,0.00,3.10,0.05
2012-03-02,0.00,3.16,0.06
2012-03-03,0.00,3.14,0.06
2012-03-04,0.00,3.15,0.06
2012-03-05,0.00,3.18,0.06
2012-03-06,0.00,3.29,0.06
2012-03-07,0.00,3.26,0.06
2012-03-08,0.00,3.28,0.06
2012-03-09,0.00,3.19,0.06
2012-03-10,0.00,3.22,0.06
2012-03-11,0.00,3.26,0.06
2012-03-12,0.00,3.18,0.05
2012-03-13,0.00,2.74,0.05
2012-03-14,0.00,3.36,0.05
2012-03-15,0.00,3.34,0.04
2012-03-16,0.00,3.40,0.03
2012-03-17,0.00,3.41,0.03
2012-03-18,0.00,3.49,0.03
2012-03-19,0.00,3.50,0.03
2012-03-20,0.00,3.53,0.03
2012-03-21,0.00,3.54,0.03
2012-03-22,0.00,3.53,0.04
2012-03-23,0.00,3.44,0.03
2012-03-24,0.00,3.49,0.03
2012-03-25,0.00,3.49,0.03
2012-03-26,0.00,3.53,0.03
2012-03-27,0.04,3.58,0.03
2012-03-28,0.00,3.61,0.03
2012-03-29,0.00,3.49,0.04
2012-03-30,0.22,3.44,0.03
2012-03-31,1.74,2.80,0.04
2012-04-01,0.08,3.54,0.03
2012-04-02,0.23,3.56,0.03
2012-04-03,0.00,3.60,0.03
2012-04-04,0.00,3.50,0.03
2012-04-05,0.00,3.18,0.03
2012-04-06,1.58,3.67,0.04
2012-04-07,0.00,3.45,0.03
2012-04-08,0.06,3.59,0.03
2012-04-09,0.82,3.79,0.03
2012-04-10,0.09,3.59,0.03
2012-04-11,0.25,3.76,0.04
2012-04-12,4.78,3.49,0.06
2012-04-13,0.00,3.69,0.05
2012-04-14,0.00,3.54,0.05
2012-04-15,0.00,3.61,0.03
2012-04-16,0.03,3.72,0.03
2012-04-17,0.00,3.57,0.03
2012-04-18,0.06,3.88,0.03
2012-04-19,0.00,3.79,0.02
2012-04-20,0.00,3.56,0.02
2012-04-21,0.00,3.79,0.02
2012-04-22,0.19,3.89,0.02
2012-04-23,3.47,3.54,0.04
2012-04-24,0.00,3.99,0.05
2012-04-25,0.00,3.79,0.06
2012-04-26,0.00,3.62,0.09
2012-04-27,2.26,3.83,0.10
2012-04-28,0.00,3.80,0.10
2012-04-29,5.91,3.59,0.10
2012-04-30,4.28,3.87,0.09
2012-05-01,4.60,3.86,0.11
2012-05-02,1.02,3.79,0.11
2012-05-03,0.08,3.85,0.10
2012-05-04,8.43,3.85,0.09
2012-05-05,0.62,3.86,0.11
2012-05-06,0.00,3.69,0.12
2012-05-07,1.18,3.87,0.12
2012-05-08,0.00,3.90,0.11
2012-05-09,0.29,3.87,0.10
2012-05-10,2.42,3.85,0.10
2012-05-11,0.00,4.06,0.09
2012-05-12,0.41,3.83,0.08
2012-05-13,0.22,4.02,0.08
2012-05-14,0.00,4.11,0.08
2012-05-15,1.01,3.86,0.08
2012-05-16,0.00,3.81,0.08
2012-05-17,0.11,3.91,0.25
2012-05-18,0.06,3.98,0.31
2012-05-19,0.20,3.85,0.28
2012-05-20,0.00,3.84,0.16
2012-05-21,0.00,3.79,0.14
2012-05-22,0.00,3.54,0.16
2012-05-23,0.00,3.63,0.16
2012-05-24,0.23,3.99,0.15
2012-05-25,0.00,3.96,0.26
2012-05-26,0.00,3.44,0.29
2012-05-27,0.00,3.52,0.24
2012-05-28,0.93,3.69,0.30
2012-05-29,0.00,3.54,0.22
2012-05-30,0.00,3.55,0.29
2012-05-31,0.00,3.93,0.21
2012-06-01,0.00,3.75,0.30
2012-06-02,0.00,3.79,0.34
2012-06-03,0.06,3.51,0.34
2012-06-04,0.13,4.26,0.35
2012-06-05,0.00,3.99,0.31
2012-06-06,0.00,4.00,0.21
2012-06-07,0.24,4.05,0.14
2012-06-08,0.00,3.98,0.14
2012-06-09,2.74,3.66,0.20
2012-06-10,0.35,3.65,0.17
2012-06-11,11.49,3.67,0.14
2012-06-12,0.86,3.57,0.13
2012-06-13,0.83,3.39,0.11
2012-06-14,0.21,3.54,0.12
2012-06-15,0.64,3.43,0.11
2012-06-16,5.76,3.06,0.06
2012-06-17,9.42,1.85,0.07
2012-06-18,1.45,2.06,0.15
2012-06-19,35.35,1.60,0.28
2012-06-20,26.46,1.22,0.60
2012-06-21,41.76,0.66,2.01
2012-06-22,29.59,1.08,2.84
2012-06-23,8.51,1.07,1.48
2012-06-24,0.09,1.42,1.20
2012-06-25,0.07,3.98,0.74
2012-06-26,1.53,2.33,0.64
2012-06-27,9.74,4.18,0.59
2012-06-28,0.06,4.02,0.43
2012-06-29,0.32,4.28,0.40
2012-06-30,0.00,3.90,0.37
2012-07-01,19.81,2.78,0.45
2012-07-02,3.32,1.76,0.87
2012-07-03,60.44,1.15,0.96
2012-07-04,10.67,2.64,2.55
2012-07-05,6.00,3.24,2.81
2012-07-06,19.93,1.70,1.70
2012-07-07,4.85,1.97,1.41
2012-07-08,6.40,1.58,1.28
2012-07-09,13.25,1.50,1.22
2012-07-10,3.48,2.56,1.24
2012-07-11,1.86,3.34,1.11
2012-07-12,0.00,3.47,0.98
2012-07-13,0.49,3.15,0.76
2012-07-14,6.36,2.17,0.53
2012-07-15,6.80,1.99,0.51
2012-07-16,1.44,2.01,0.81
2012-07-17,3.38,2.28,0.98
2012-07-18,8.15,1.52,1.14
2012-07-19,10.21,1.19,2.36
2012-07-20,2.27,0.82,2.17
2012-07-21,9.92,0.91,1.47
2012-07-22,11.49,1.78,1.24
2012-07-23,0.68,2.62,2.96
2012-07-24,0.72,1.30,2.62
2012-07-25,2.87,1.70,1.36
2012-07-26,36.79,1.44,1.10
2012-07-27,26.76,1.25,1.19
2012-07-28,1.54,2.15,7.61
2012-07-29,3.83,1.68,3.37
2012-07-30,42.41,1.55,2.12
2012-07-31,52.65,0.82,2.58
2012-08-01,3.68,1.47,2.81
2012-08-02,4.16,1.24,2.82
2012-08-03,41.69,0.86,14.80
2012-08-04,38.44,1.23,7.47
2012-08-05,39.32,1.16,7.26
2012-08-06,31.22,1.26,13.88
2012-08-07,2.62,3.64,13.45
2012-08-08,0.73,3.16,6.32
2012-08-09,5.61,2.62,4.08
2012-08-10,14.36,1.51,4.72
2012-08-11,7.50,2.27,4.32
2012-08-12,3.16,3.02,3.42
2012-08-13,3.17,2.63,2.62
2012-08-14,4.27,2.70,2.60
2012-08-15,3.02,1.28,2.56
2012-08-16,3.93,2.07,2.49
2012-08-17,8.96,1.24,2.67
2012-08-18,22.51,1.53,5.41
2012-08-19,38.33,1.83,12.81
2012-08-20,3.70,2.09,8.11
2012-08-21,1.39,1.85,5.01
2012-08-22,4.93,2.28,4.17
2012-08-23,0.08,3.54,3.09
2012-08-24,0.00,2.59,2.62
2012-08-25,8.21,2.01,3.15
2012-08-26,15.99,1.28,3.59
2012-08-27,9.32,2.10,4.39
2012-08-28,1.62,2.90,3.89
2012-08-29,0.49,3.09,2.97
2012-08-30,2.27,2.63,3.63
2012-08-31,9.11,2.56,2.63
2012-09-01,3.53,2.85,2.58
2012-09-02,6.45,2.72,2.31
2012-09-03,34.10,1.90,3.68
2012-09-04,51.73,1.05,3.85
2012-09-05,16.45,2.83,6.91
2012-09-06,5.38,2.50,6.79
2012-09-07,5.55,3.02,5.51
2012-09-08,3.96,2.53,4.60
2012-09-09,25.66,1.93,4.70
2012-09-10,16.46,1.03,7.10
2012-09-11,3.87,1.56,5.10
2012-09-12,12.49,2.13,4.47
2012-09-13,1.00,1.72,4.19
2012-09-14,4.36,2.58,4.02
2012-09-15,5.45,2.47,3.74
2012-09-16,2.18,1.89,3.74
2012-09-17,4.15,1.98,3.58
2012-09-18,9.04,2.06,4.09
2012-09-19,8.94,3.26,3.62
2012-09-20,0.20,2.79,4.08
2012-09-21,11.05,2.41,4.91
2012-09-22,2.63,2.53,4.42
2012-09-23,5.75,2.49,4.27
2012-09-24,2.86,3.11,4.13
2012-09-25,0.44,3.45,3.73
2012-09-26,0.00,3.49,2.99
2012-09-27,0.10,3.40,2.47
2012-09-28,0.00,3.27,2.07
2012-09-29,1.61,3.01,1.66
2012-09-30,8.82,3.07,1.58
2012-10-01,4.12,2.54,1.49
2012-10-02,9.01,2.63,1.71
2012-10-03,2.23,2.25,1.65
2012-10-04,7.08,1.22,1.63
2012-10-05,2.39,3.11,1.85
2012-10-06,0.00,3.38,1.72
2012-10-07,0.00,3.39,1.79
2012-10-08,0.00,3.04,1.27
2012-10-09,5.47,1.75,1.16
2012-10-10,5.22,1.53,1.06
2012-10-11,7.26,2.33,1.38
2012-10-12,6.10,2.92,1.54
2012-10-13,2.12,2.80,1.50
2012-10-14,0.50,3.25,1.49
2012-10-15,0.61,3.30,0.96
2012-10-16,0.00,3.25,0.85
2012-10-17,0.00,3.24,0.77
2012-10-18,0.00,3.13,0.73
2012-10-19,0.00,3.13,0.71
2012-10-20,0.00,2.91,0.69
2012-10-21,0.00,2.99,0.64
2012-10-22,0.00,2.91,0.62
2012-10-23,0.00,3.02,0.67
2012-10-24,0.00,3.09,0.64
2012-10-25,0.00,3.05,0.60
2012-10-26,0.00,2.98,0.62
2012-10-27,0.00,2.87,0.60
2012-10-28,0.00,2.97,0.58
2012-10-29,0.00,2.89,0.56
2012-10-30,0.00,2.75,0.56
2012-10-31,0.00,2.96,0.55
2012-11-01,1.41,2.00,0.58
2012-11-02,8.04,1.88,0.58
2012-11-03,19.80,1.61,0.62
2012-11-04,7.38,1.65,0.66
2012-11-05,6.79,1.22,0.78
2012-11-06,2.11,2.09,0.81
2012-11-07,13.13,2.16,0.81
2012-11-08,1.82,2.58,0.81
2012-11-09,0.00,2.60,1.00
2012-11-10,0.00,2.56,1.18
2012-11-11,0.00,2.51,1.02
2012-11-12,0.00,2.48,1.01
2012-11-13,0.00,2.50,0.81
2012-11-14,0.00,2.48,0.80
2012-11-15,0.00,2.45,0.71
2012-11-16,0.00,2.38,0.61
2012-11-17,0.00,2.39,0.53
2012-11-18,0.00,2.10,0.60
2012-11-19,0.00,1.24,0.57
2012-11-20,0.00,1.58,0.45
2012-11-21,0.00,2.21,0.44
2012-11-22,0.00,2.27,0.55
2012-11-23,0.00,2.06,0.56
2012-11-24,0.00,2.38,0.52
2012-11-25,0.00,2.40,0.52
2012-11-26,0.00,2.37,0.41
2012-11-27,0.00,2.31,0.40
2012-11-28,0.00,2.32,0.38
2012-11-29,0.00,2.29,0.36
2012-11-30,0.00,2.30,0.36
2012-12-01,0.00,2.27,0.35
2012-12-02,0.00,2.24,0.34
2012-12-03,0.00,2.15,0.30
2012-12-04,0.03,2.16,0.28
2012-12-05,0.00,2.24,0.27
2012-12-06,0.00,2.28,0.28
2012-12-07,0.00,2.19,0.32
2012-12-08,0.00,2.29,0.29
2012-12-09,0.00,2.34,0.27
2012-12-10,0.00,2.17,0.26
2012-12-11,0.00,2.14,0.28
2012-12-12,0.00,2.05,0.29
2012-12-13,0.00,2.04,0.29
2012-12-14,0.00,2.18,0.45
2012-12-15,0.00,2.15,0.28
2012-12-16,0.00,2.17,0.29
2012-12-17,0.00,2.16,0.26
2012-12-18,0.00,2.16,0.26
2012-12-19,0.00,2.11,0.27
2012-12-20,0.00,2.09,0.23
2012-12-21,0.00,2.14,0.25
2012-12-22,0.00,2.09,0.27
2012-12-23,0.00,2.07,0.26
2012-12-24,0.00,2.09,0.25
2012-12-25,0.00,2.09,0.25
2012-12-26,0.00,2.07,0.26
2012-12-27,0.00,2.06,0.25
2012-12-28,0.00,2.09,0.26
2012-12-29,0.00,2.16,0.27
2012-12-30,0.00,2.19,0.29
2012-12-31,0.00,2.26,0.25
2013-01-01,0.00,2.09,0.27
2013-01-02,0.00,2.07,0.26
2013-01-03,3.39,1.79,0.27
2013-01-04,0.00,2.13,0.23
2013-01-05,0.00,2.29,0.20
2013-01-06,0.00,1.77,0.19
2013-01-07,0.00,1.79,0.29
2013-01-08,0.03,2.14,0.30
2013-01-09,0.00,2.12,0.29
2013-01-10,0.00,2.15,0.26
2013-01-11,0.00,2.20,0.20
2013-01-12,0.00,2.23,0.17
2013-01-13,0.00,2.30,0.16
2013-01-14,0.00,2.36,0.17
2013-01-15,0.00,2.39,0.15
2013-01-16,0.00,2.45,0.14
2013-01-17,0.00,2.45,0.13
2013-01-18,0.00,2.40,0.13
2013-01-19,0.00,2.46,0.13
2013-01-20,0.00,2.26,0.16
2013-01-21,0.00,2.17,0.16
2013-01-22,0.00,2.33,0.15
2013-01-23,0.00,2.40,0.14
2013-01-24,0.00,2.41,0.15
2013-01-25,0.00,2.33,0.16
2013-01-26,0.00,2.42,0.17
2013-01-27,0.00,2.47,0.17
2013-01-28,0.00,2.16,0.17
2013-01-29,0.00,2.44,0.16
2013-01-30,0.00,2.45,0.19
2013-01-31,0.00,2.38,0.18
2013-02-01,0.00,2.45,0.16
2013-02-02,0.00,2.57,0.17
2013-02-03,0.00,2.50,0.17
2013-02-04,0.00,2.70,0.17
2013-02-05,0.00,2.72,0.17
2013-02-06,0.00,2.74,0.17
2013-02-07,0.00,2.73,0.17
2013-02-08,0.00,1.79,0.16
2013-02-09,0.04,2.57,0.16
2013-02-10,0.00,2.68,0.17
2013-02-11,0.00,2.75,0.16
2013-02-12,0.00,2.66,0.19
2013-02-13,0.00,2.68,0.19
2013-02-14,0.00,2.87,0.19
2013-02-15,0.00,2.88,0.18
2013-02-16,0.00,1.95,0.17
2013-02-17,4.05,1.17,0.17
2013-02-18,2.21,2.43,0.19
2013-02-19,0.00,2.92,0.21
2013-02-20,0.00,2.95,0.25
2013-02-21,0.00,2.99,0.27
2013-02-22,0.00,3.01,0.20
2013-02-23,0.00,3.06,0.17
2013-02-24,0.00,3.00,0.17
2013-02-25,0.00,3.12,0.19
2013-02-26,0.00,3.11,0.18
2013-02-27,0.00,3.09,0.17
2013-02-28,0.00,3.16,0.17
2013-03-01,0.00,3.12,0.18
2013-03-02,0.00,3.06,0.18
2013-03-03,0.00,3.07,0.18
2013-03-04,0.00,3.10,0.17
2013-03-05,0.00,3.15,0.17
2013-03-06,0.00,3.17,0.17
2013-03-07,0.00,3.20,0.17
2013-03-08,0.00,3.21,0.19
2013-03-09,0.00,3.25,0.18
2013-03-10,0.00,3.28,0.17
2013-03-11,0.00,3.22,0.17
2013-03-12,0.00,3.31,0.18
2013-03-13,0.00,2.96,0.19
2013-03-14,0.00,2.66,0.17
2013-03-15,0.94,2.57,0.18
2013-03-16,0.00,3.22,0.16
2013-03-17,0.00,3.45,0.16
2013-03-18,0.19,3.38,0.17
2013-03-19,0.00,3.49,0.18
2013-03-20,0.00,3.44,0.18
2013-03-21,0.00,3.23,0.17
2013-03-22,0.00,3.26,0.16
2013-03-23,0.00,3.10,0.15
2013-03-24,0.03,3.25,0.15
2013-03-25,0.00,3.40,0.15
2013-03-26,0.00,3.66,0.15
2013-03-27,0.00,3.05,0.16
2013-03-28,0.00,3.39,0.18
2013-03-29,0.06,3.42,0.19
2013-03-30,0.00,3.44,0.22
2013-03-31,0.00,3.71,0.23
2013-04-01,0.00,3.76,0.18
2013-04-02,0.19,3.63,0.31
2013-04-03,0.49,3.85,0.42
2013-04-04,0.10,3.49,0.24
2013-04-05,0.09,3.83,0.30
2013-04-06,0.00,3.79,0.32
2013-04-07,0.00,3.82,0.30
2013-04-08,0.00,3.83,0.40
2013-04-09,0.00,3.80,0.40
2013-04-10,0.00,3.49,0.46
2013-04-11,0.00,3.64,0.37
2013-04-12,0.02,3.49,0.73
2013-04-13,0.00,3.40,0.49
2013-04-14,3.30,3.73,0.47
2013-04-15,0.64,3.56,0.40
2013-04-16,0.00,3.99,0.46
2013-04-17,0.69,3.85,0.41
2013-04-18,0.00,3.49,0.30
2013-04-19,0.01,3.39,0.26
2013-04-20,23.18,3.29,0.23
2013-04-21,6.96,3.27,0.39
2013-04-22,5.32,3.54,0.48
2013-04-23,1.14,3.72,0.44
2013-04-24,0.63,3.88,0.49
2013-04-25,0.00,3.81,0.47
2013-04-26,0.12,3.84,0.44
2013-04-27,1.39,3.95,0.42
2013-04-28,0.00,3.91,0.47
2013-04-29,0.08,3.66,0.39
2013-04-30,0.00,3.75,0.32
2013-05-01,0.29,4.03,0.41
2013-05-02,0.52,3.98,0.36
2013-05-03,0.00,3.92,0.36
2013-05-04,0.01,3.96,0.38
2013-05-05,0.00,3.93,0.38
2013-05-06,0.49,3.85,0.38
2013-05-07,0.00,3.97,0.36
2013-05-08,0.00,4.19,0.37
2013-05-09,0.00,4.00,0.38
2013-05-10,0.00,4.21,0.47
2013-05-11,0.00,4.03,0.47
2013-05-12,0.00,3.78,0.42
2013-05-13,0.30,3.63,0.47
2013-05-14,0.00,3.76,0.60
2013-05-15,3.49,2.97,0.49
2013-05-16,0.00,3.54,0.43
2013-05-17,0.04,3.75,0.64
2013-05-18,0.00,3.85,0.63
2013-05-19,0.00,3.80,0.65
2013-05-20,0.20,3.79,0.60
2013-05-21,0.44,3.89,0.64
2013-05-22,1.38,3.91,0.50
2013-05-23,0.00,4.07,0.69
2013-05-24,0.00,4.13,0.55
2013-05-25,0.00,3.71,0.55
2013-05-26,0.03,3.44,0.54
2013-05-27,8.21,3.26,0.56
2013-05-28,7.30,3.84,0.59
2013-05-29,0.77,3.17,0.53
2013-05-30,0.75,3.20,0.42
2013-05-31,11.64,3.00,0.59
2013-06-01,0.00,4.19,0.54
2013-06-02,2.47,3.75,0.51
2013-06-03,0.00,4.02,0.53
2013-06-04,3.07,3.72,0.54
2013-06-05,0.03,3.96,0.38
2013-06-06,7.58,3.55,0.52
2013-06-07,1.68,3.77,0.70
2013-06-08,6.94,1.96,0.59
2013-06-09,1.52,2.77,0.51
2013-06-10,8.68,2.43,0.50
2013-06-11,0.45,2.37,0.46
2013-06-12,12.71,1.89,0.45
2013-06-13,66.77,1.02,0.62
2013-06-14,43.66,1.03,0.84
2013-06-15,7.05,1.54,14.20
2013-06-16,1.77,3.04,4.37
2013-06-17,6.37,4.07,1.77
2013-06-18,1.42,3.69,1.36
2013-06-19,0.06,3.88,1.41
2013-06-20,12.86,3.36,0.85
2013-06-21,12.44,2.21,0.77
2013-06-22,4.97,2.43,0.75
2013-06-23,6.52,1.77,0.52
2013-06-24,50.32,1.63,1.78
2013-06-25,71.16,0.95,12.88
2013-06-26,3.23,2.17,15.65
2013-06-27,0.71,2.48,5.40
2013-06-28,0.62,2.90,2.73
2013-06-29,0.21,2.22,1.38
2013-06-30,1.90,2.13,0.52
2013-07-01,5.10,2.43,0.93
2013-07-02,9.21,1.61,0.82
2013-07-03,0.96,2.62,0.87
2013-07-04,5.59,3.24,0.83
2013-07-05,17.09,2.87,0.96
2013-07-06,3.53,2.89,1.61
2013-07-07,1.50,2.86,0.96
2013-07-08,7.44,3.45,0.88
2013-07-09,2.74,2.91,0.93
2013-07-10,23.47,1.79,1.71
2013-07-11,12.15,1.98,2.71
2013-07-12,28.08,1.60,3.94
2013-07-13,5.41,2.76,4.97
